coffee_name,roaster_location,coffee_origin,roast_level,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,rating,price_usd_per_100g,review_year,review_month,roaster_city,roaster_state,roaster_country,roast_level_normalized,origin_type,flavor_profile,is_single_origin,avg_sensory_score,origin_encoded
Natural Brazil Peaberry from Black Coffee Producers,"Fitchburg, Wisconsin","Minas Gerais, Brazil",Medium-Light,$14.99/12 ounces,2024-08-01,8.0,8.0,9.0,9,8.0,92,4.41,2024,8,Fitchburg,Wisconsin,USA,2,Blend,8.0-8.0-9.0-9-8.0,False,8.4,0
Wonderblend,"Sacramento, California",Java; Burundi; Ethiopia,Medium-Light,$26.00/12 ounces,2024-08-01,9.0,8.0,9.0,9,8.0,93,7.64,2024,8,Sacramento,California,USA,2,Single Origin,9.0-8.0-9.0-9-8.0,False,8.6,1
Ethiopia Sidama Arbegona Bursa Natural,"Taitung, Taiwan","Arbegona Woreda, Bursa Kebele, Sidamo Region, Ethiopia",Light,NT $350/200 grams,2024-08-01,9.0,9.0,8.0,9,8.0,93,5.6,2024,8,Taitung,Taiwan,Taiwan,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Hundred Mango Summer Blend,"Taitung, Taiwan",Kenya; Colombia,Light,NT $350/200 grams,2024-08-01,9.0,8.0,8.0,9,8.0,92,5.6,2024,8,Taitung,Taiwan,Taiwan,1,Single Origin,9.0-8.0-8.0-9-8.0,False,8.4,1
Double Happiness by Brandon Jew,"San Rafael, California","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,$19.50/12 ounces,2024-08-01,9.0,9.0,8.0,9,8.0,93,5.73,2024,8,San Rafael,California,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Burundi Heza Station,"Miami, Florida","Kayanza, Burundi",Light,$40.00/250 grams,2024-08-01,9.0,8.0,8.0,9,8.0,92,16.0,2024,8,Miami,Florida,USA,1,Blend,9.0-8.0-8.0-9-8.0,False,8.4,0
Sense of Urgency Blend,"San Rafael, California",Indonesia; Colombia; Kenya,Medium,$22.00/12 ounces,2024-08-01,9.0,8.0,9.0,9,7.0,92,6.47,2024,8,San Rafael,California,USA,3,Single Origin,9.0-8.0-9.0-9-7.0,False,8.4,1
Colombia Medium Roast,"Miami Shores, Florida",Colombia,Medium-Light,$14.99/12 ounces,2024-08-01,8.0,8.0,8.0,9,8.0,91,4.41,2024,8,Miami Shores,Florida,USA,2,Single Origin,8.0-8.0-8.0-9-8.0,False,8.2,1
Brown Bear Melange AKA Kyle’s Blend,"Walla Walla, Washington",Africa; Indonesia; Central America,Medium,$14.00/16 ounces,2024-08-01,8.0,8.0,9.0,8,7.0,90,3.09,2024,8,Walla Walla,Washington,USA,3,Single Origin,8.0-8.0-9.0-8-7.0,False,8.0,1
Ralph’s Roast,"Philadelphia, Pennsylvania",Central America; South America,Medium-Dark,$17.00/12 ounces,2024-08-01,8.0,8.0,8.0,8,8.0,90,5.0,2024,8,Philadelphia,Pennsylvania,USA,4,Single Origin,8.0-8.0-8.0-8-8.0,False,8.0,1
Magnificent Medium Roast,Not disclosed,Brazil; Colombia,Medium,$12.99/12 ounces,2024-08-01,8.0,7.0,8.0,8,7.0,88,3.82,2024,8,Not disclosed,,USA,3,Single Origin,8.0-7.0-8.0-8-7.0,False,7.6,1
Social Dog,California,Peru; Nicaragua,Medium,$14.40/12 ounces,2024-08-01,8.0,7.0,7.0,8,7.0,87,4.23,2024,8,California,,USA,3,Single Origin,8.0-7.0-7.0-8-7.0,False,7.4,1
How Ya Doin’?,"Boston, Massachusetts",Colombia; Brazil,Medium-Dark,$14.99/10 ounces,2024-08-01,7.0,6.0,6.0,7,7.0,83,5.29,2024,8,Boston,Massachusetts,USA,4,Single Origin,7.0-6.0-6.0-7-7.0,False,6.6,1
First Class Joe (ground),"St. Paul, Minnesota",Not disclosed,Very Dark,$16.00/12 ounces,2024-08-01,6.0,6.0,6.0,6,5.0,79,4.7,2024,8,St. Paul,Minnesota,USA,6,Single Origin,6.0-6.0-6.0-6-5.0,False,5.8,1
Fighting for Justice Bold Coffee,"Miami, Florida",Honduras,Dark,$29.99/32 ounces,2024-08-01,6.0,5.0,6.0,6,6.0,78,3.31,2024,8,Miami,Florida,USA,5,Single Origin,6.0-5.0-6.0-6-6.0,False,5.8,1
Harfusa Kurume Natural,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,NT $280/8 ounces,2024-08-01,9.0,8.0,9.0,9,8.0,93,3.95,2024,8,Taipei,Taiwan,Taiwan,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Yirgacheffe Blend,"Taipei, Taiwan",Ethiopia; Kenya; Brazil,Medium-Light,NT $250/8 ounces,2024-08-01,9.0,8.0,8.0,8,8.0,91,3.53,2024,8,Taipei,Taiwan,Taiwan,2,Single Origin,9.0-8.0-8.0-8-8.0,False,8.2,1
Guatemala Ayarza,"Reno, Nevada","Ayarza, Santa Rosa Department, Guatemala",Medium-Light,$26.00/10 ounces,2024-08-01,9.0,8.0,9.0,9,8.0,93,9.17,2024,8,Reno,Nevada,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Colombia Wilton Benitez Red Bourbon,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/250 grams,2024-08-01,9.0,9.0,9.0,9,8.0,94,12.4,2024,8,Jersey City,New Jersey,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Colombia Wilton Benitez Yellow Bourbon,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/250 grams,2024-08-01,9.0,9.0,8.0,9,9.0,94,12.4,2024,8,Jersey City,New Jersey,USA,1,Blend,9.0-9.0-8.0-9-9.0,False,8.8,0
House Blend #8 Espresso,"Taipei, Taiwan",Kenya; Guatemala; Ethiopia,Medium-Dark,NT $380/7 ounces,2024-08-01,8.0,8.552532833020638,8.0,9,7.0,91,6.13,2024,8,Taipei,Taiwan,Taiwan,4,Single Origin,8.0-8.552532833020638-8.0-9-7.0,False,8.110506566604126,1
El Salvador Monte Verde,"Plymouth, Massachusetts","Monte Verde, Santa Ana Department, central El Salvador",Light,$16.00/12 ounces,2024-08-01,9.0,9.0,8.0,9,8.0,93,4.7,2024,8,Plymouth,Massachusetts,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Colombia Medellin Supremo Washed,"Bangkok, Thailand","Medellin, Colombia",Medium-Light,$25.00/ 1 kg.,2024-08-01,8.0,8.552532833020638,9.0,8,8.0,92,2.5,2024,8,Bangkok,Thailand,Thailand,2,Blend,8.0-8.552532833020638-9.0-8-8.0,False,8.310506566604127,0
Colombia Wilton Benitez Gesha Thermal Shock Wine Yeast,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/125 grams,2024-07-01,9.0,9.0,9.0,10,9.0,96,24.8,2024,7,Jersey City,New Jersey,USA,1,Blend,9.0-9.0-9.0-10-9.0,False,9.2,0
Colombia Wilton Benitez Striped Bourbon Thermal Shock,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/125 grams,2024-07-01,9.0,9.0,9.0,9,9.0,95,24.8,2024,7,Jersey City,New Jersey,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Ethiopia Mulish,"Sacramento, California","Guji Zone, Oromia region, Ethiopia",Medium-Light,$25.50/12 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,7.5,2024,7,Sacramento,California,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Organic Ethiopia Chelbessa Danche,"Viroqua, Wisconsin","Worka Chelbessa, Gedeb, Ethiopia",Light,$25.00/12 ounces,2024-07-01,8.0,9.0,9.0,9,8.0,93,7.35,2024,7,Viroqua,Wisconsin,USA,1,Blend,8.0-9.0-9.0-9-8.0,False,8.6,0
Colombia Henry Gonzalez,"Sacramento, California","Huila Department, Colombia",Medium-Light,$26.00/12 ounces,2024-07-01,9.0,9.0,8.0,9,8.0,93,7.64,2024,7,Sacramento,California,USA,2,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Colombia Wilton Benitez Natural Decaf,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Medium-Light,$23.00/250 grams,2024-07-01,9.0,8.0,8.0,9,9.0,93,9.2,2024,7,Jersey City,New Jersey,USA,2,Blend,9.0-8.0-8.0-9-9.0,False,8.6,0
Organic Driftless,"Viroqua, Wisconsin","Cusco, Peru",Medium-Light,$17.00/12 ounces,2024-07-01,8.0,8.0,9.0,9,8.0,92,5.0,2024,7,Viroqua,Wisconsin,USA,2,Blend,8.0-8.0-9.0-9-8.0,False,8.4,0
Ethiopia Gesha Village Oma Gesha 1931 Natural,"Taipei, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,NT $799/100 grams,2024-07-01,10.0,9.0,9.0,10,8.0,96,25.57,2024,7,Taipei,Taiwan,Taiwan,1,Blend,10.0-9.0-9.0-10-8.0,False,9.2,0
Ethiopia Djimma Limu Gummay Baby Geisha Washed,"Taipei, Taiwan","Djimma Limu, Oromia Region, southern Ethiopia",Light,NT $359/8 ounces,2024-07-01,9.0,9.0,9.0,9,9.0,95,5.07,2024,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Ethiopia Yirgacheffe Kochere Halo Hartume Washed G1,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT $560/220 grams,2024-07-01,9.0,9.0,9.0,9,8.0,94,8.15,2024,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Ethiopia Guji Bule Hambela TOH#1,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,NT $599/8 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,8.45,2024,7,Taipei,Taiwan,Taiwan,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
China Zuoyuan Biodynamic Washed Geisha,"Shenzhen, China","Baoshan, Yunnan Province, China",Medium-Light,RMB 399/100 grams,2024-07-01,9.0,8.0,9.0,9,8.0,93,55.86,2024,7,Shenzhen,China,China,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Ethiopia Gedeo Yirgacheffe Gerbota Washed G1,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT $280/8 ounces,2024-07-01,9.0,9.0,8.0,9,8.0,93,3.95,2024,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Mist + Wood Blend,"Taipei, Taiwan",Colombia; Guatemala; El Salvador,Medium-Light,NT $380/8 ounces,2024-07-01,8.0,9.0,8.0,9,8.0,92,5.36,2024,7,Taipei,Taiwan,Taiwan,2,Single Origin,8.0-9.0-8.0-9-8.0,False,8.4,1
Misty 23.5N,"Taipei, Taiwan","Ali Mountain, Koana, Taiwan",Medium-Light,"NT $1,300/225 grams",2024-07-01,8.0,8.0,8.0,9,8.0,91,133.33,2024,7,Taipei,Taiwan,Taiwan,2,Blend,8.0-8.0-8.0-9-8.0,False,8.2,0
Colombia La Serrania Decaf Washed,"Taipei, Taiwan","Huila Department, Colombia",Medium-Light,NT $349/8 ounces,2024-07-01,8.0,8.0,8.0,9,7.0,90,4.92,2024,7,Taipei,Taiwan,Taiwan,2,Blend,8.0-8.0-8.0-9-7.0,False,8.0,0
St. Helena Bamboo Hedge Estate,"London, England","Sandy Bay Valley, St. Helena",Medium-Light,£65.00/125 grams,2024-07-01,8.0,8.0,8.0,9,8.0,91,65.0,2024,7,London,England,UK,2,Blend,8.0-8.0-8.0-9-8.0,False,8.2,0
Costa Rica Las Lajas SL28 Double-Diamond Anaerobic Natural,"Sun Prairie, Wisconsin","Sabanilla de Alajuela, Central Valley, Costa Rica",Light,$28.00/8 ounces,2024-07-01,9.0,8.0,9.0,9,8.0,93,12.35,2024,7,Sun Prairie,Wisconsin,USA,1,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Ethiopia Natural Sidama Bensa Blue Donkey 24/1,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,NT $350/8 ounces,2024-07-01,9.0,9.0,9.0,10,9.0,96,4.94,2024,7,Chia-Yi,Taiwan,Taiwan,2,Blend,9.0-9.0-9.0-10-9.0,False,9.2,0
Peru Washed Los Santos Farm Gesha,"Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Light,NT $450/8 ounces,2024-07-01,9.0,9.0,9.0,9,9.0,95,6.35,2024,7,Chia-Yi,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Peru Black Honey Los Santos Farm Gesha,"Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Light,NT $410/8 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,5.78,2024,7,Chia-Yi,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Nyeri Hill Kenya,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium-Light,$23.00/12 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,6.76,2024,7,Madison,Wisconsin,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Colombia Tabi La Roca,"Chicago, Illinois","Armenia, Quindio Department, Colombia",Light,$51.00/12 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,14.99,2024,7,Chicago,Illinois,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Nemba Burundi,"Madison, Wisconsin","Kayanza, Burundi",Light,$20.00/12 ounces,2024-07-01,9.0,9.0,8.0,9,8.0,93,5.88,2024,7,Madison,Wisconsin,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Malaysia Liberica Anaerobic Natural N26,"Hilo, Hawaii","Kulai, Johor, Malaysia",Light,$40.00/4 ounces,2024-07-01,8.0,8.0,9.0,9,8.0,92,35.27,2024,7,Hilo,Hawaii,USA,1,Blend,8.0-8.0-9.0-9-8.0,False,8.4,0
Ethiopia Sidama West Arsi Nansebo Natural G1,"Tainan City, Taiwan","Guji Zone, southern Ethiopia",Light,NT $480/227 grams,2024-07-01,9.0,9.0,9.0,9,9.0,95,6.77,2024,7,Tainan City,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Ethiopia Moonlight Delight Wine Process Natural,"Tainan City, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $750/227 grams,2024-07-01,9.0,9.0,9.0,9,8.0,94,10.57,2024,7,Tainan City,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Colombia Caldas Twilight Geisha Natural,"Tainan City, Taiwan","Caldas, Colombia",Light,NT $750/227 grams,2024-07-01,9.0,8.0,9.0,9,9.0,94,10.57,2024,7,Tainan City,Taiwan,Taiwan,1,Blend,9.0-8.0-9.0-9-9.0,False,8.8,0
Zambia Kateshi,"Auburn, Maine","Northern Province, Zambia",Light,$18.50/16 ounces,2024-07-01,8.0,9.0,8.0,9,7.0,91,4.08,2024,7,Auburn,Maine,USA,1,Blend,8.0-9.0-8.0-9-7.0,False,8.2,0
Colombia Narino Sugarcane Decaf,"Auburn, Maine",Colombia,Medium,$18.00/16 ounces,2024-07-01,8.0,8.0,8.0,9,7.0,90,3.97,2024,7,Auburn,Maine,USA,3,Single Origin,8.0-8.0-8.0-9-7.0,False,8.0,1
Colombia La Victoria Ethiopia Landrace,"Osaka, Japan","Huila Department, Colombia",Light,$23.00/150 grams,2024-07-01,9.0,9.0,8.0,9,8.0,93,15.33,2024,7,Osaka,Japan,Japan,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Wilton Benitez Orange Bourbon,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$25.00/8 ounces,2024-07-01,9.0,9.0,9.0,9,9.0,95,11.02,2024,7,Madison,Wisconsin,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Dukunde Kawa Rwanda,"Madison, Wisconsin","Akanduga Village, Gakenke District, Rwanda",Medium-Light,$21.00/12 ounces,2024-07-01,9.0,8.0,8.0,9,8.0,92,6.17,2024,7,Madison,Wisconsin,USA,2,Blend,9.0-8.0-8.0-9-8.0,False,8.4,0
Costa Rica Tarrazú Tirra,"Fort Wayne, Indiana","San Marcos, Tarrazú growing region, Costa Rica",Medium-Light,$24.00/12 ounces,2024-07-01,9.0,8.0,9.0,9,9.0,94,7.05,2024,7,Fort Wayne,Indiana,USA,2,Blend,9.0-8.0-9.0-9-9.0,False,8.8,0
Kona Maragogype,"Pahala, Hawaii","Pahala, Hawaii",Medium-Light,$37.00/7 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,18.64,2024,7,Pahala,Hawaii,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Ethiopia Natural Sidama Bensa Bombe,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,NT $280/8 ounces,2024-07-01,9.0,9.0,9.0,9,9.0,95,3.95,2024,7,Chia-Yi,Taiwan,Taiwan,2,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Ethiopia Washed Bench Maji Baby Lucy Gesha,"Chia-Yi, Taiwan","Bench Maji Zone, southern Ethiopia",Light,NT $300/8 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,4.23,2024,7,Chia-Yi,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Taiwan Natural Meishan Ching-Ye Farm Lot 0116,"Chia-Yi, Taiwan","Meishan, Chia-Yi, Taiwan",Light,NT $400/4 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,11.29,2024,7,Chia-Yi,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Brazil Ipanema Premier Cru Cherry Cold Drip,"Yilan, Taiwan","Southern Minas Gerais, Brazil",Unknown,NT $200/150 ml bottle,2024-07-01,9.0,8.552532833020638,9.0,9,8.0,94,4.27,2024,7,Yilan,Taiwan,Taiwan,0,Blend,9.0-8.552532833020638-9.0-9-8.0,False,8.710506566604128,0
Gesha Spirits,"San Diego, California","Huila Department, Colombia",Light,$37.00/8 ounces,2024-07-01,9.0,9.0,9.0,10,9.0,96,16.31,2024,7,San Diego,California,USA,1,Blend,9.0-9.0-9.0-10-9.0,False,9.2,0
Colombia El Jardin Anaerobic Natural,"Durango, Colorado","Chinchina, Caldas Department, Colombia",Medium-Light,$20.95/12 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,6.16,2024,7,Durango,Colorado,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Colombia Carmen Montoya Chiroso,"Chicago, Illinois","Urrao, Antioquia Colombia",Light,$42.00/8 ounces,2024-07-01,9.0,9.0,8.0,9,8.0,93,18.52,2024,7,Chicago,Illinois,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Colombia Black Condor,"Durango, Colorado","Vereda, Huila Department, Colombia",Light,$21.95/12 ounces,2024-07-01,9.0,9.0,8.0,9,8.0,93,6.45,2024,7,Durango,Colorado,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Colombia Los Nogales Yellow Bourbon,"Osaka, Japan",Unknown,Light,$28.00/150 grams,2024-07-01,9.0,9.0,9.0,9,8.0,94,18.67,2024,7,Osaka,Japan,Japan,1,Single Origin,9.0-9.0-9.0-9-8.0,False,8.8,1
Colombia La Victoria Spicy Bourbon,"Osaka, Japan","Huila Department, Colombia",Light,$24.00/150 grams,2024-07-01,9.0,8.0,9.0,9,8.0,93,16.0,2024,7,Osaka,Japan,Japan,1,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Colombia El Silencio Castillo Natural,"Osaka, Japan","Cauca Department, Colombia",Light,$24.00/150 grams,2024-07-01,8.0,8.0,9.0,9,8.0,92,16.0,2024,7,Osaka,Japan,Japan,1,Blend,8.0-8.0-9.0-9-8.0,False,8.4,0
Oshiro Dark Roast,"Osaka, Japan",Colombia; Indonesia,Medium,$11.00/150 grams,2024-07-01,8.0,8.0,9.0,9,7.0,91,7.33,2024,7,Osaka,Japan,Japan,3,Single Origin,8.0-8.0-9.0-9-7.0,False,8.2,1
Mexico Decaf,"Osaka, Japan","Sierra Madre, Chiapas State, Mexico",Medium-Dark,$9.25/150 grams,2024-07-01,8.0,8.0,8.0,8,8.0,90,6.17,2024,7,Osaka,Japan,Japan,4,Blend,8.0-8.0-8.0-8-8.0,False,8.0,0
Ethiopia Chelba Natural,"Taitung, Taiwan","Chelba Station , Yirgacheffe, Gedeo Zone, SNNPR,Ethiopia",Medium-Light,NT $350/200 grams,2024-07-01,9.0,9.0,9.0,9,8.0,94,5.6,2024,7,Taitung,Taiwan,Taiwan,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Tanzania Karatu Acacia Hills Geisha Washed AB Espresso,"Zhubei, Taiwan","Karatu, Oldeani growing region, Tanzania",Medium-Light,NT $399/100 grams,2024-07-01,9.0,8.552532833020638,9.0,9,8.0,94,12.77,2024,7,Zhubei,Taiwan,Taiwan,2,Blend,9.0-8.552532833020638-9.0-9-8.0,False,8.710506566604128,0
When Strawberry Meets Lemon,"Taitung, Taiwan",Kenya; Ethiopia,Medium-Light,NT $350/200 grams,2024-07-01,9.0,9.0,8.0,9,8.0,93,5.6,2024,7,Taitung,Taiwan,Taiwan,2,Single Origin,9.0-9.0-8.0-9-8.0,False,8.6,1
Ethiopia Banko Gotiti,"Zhubei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,NT $350/227 grams,2024-07-01,9.0,9.0,8.0,9,8.0,93,4.93,2024,7,Zhubei,Taiwan,Taiwan,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Las Margaritas Geisha Honey,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Colombia",Light,$25.00/8 ounces,2024-07-01,9.0,9.0,9.0,9,9.0,95,11.02,2024,7,Madison,Wisconsin,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Colombia Papayo,"San Diego, California","Huila Department, Colombia",Light,$30.00/12 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,8.82,2024,7,San Diego,California,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Las Margaritas Sudan Rume Natural,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Colombia",Medium-Light,$40.00/8 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,17.64,2024,7,Madison,Wisconsin,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
India Pearl Mountain Estate,"San Diego, California","Bababudangiri, Karnataka, Western Ghats, India",Medium-Light,$30.00/12 ounces,2024-07-01,9.0,8.0,9.0,9,8.0,93,8.82,2024,7,San Diego,California,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Colombia Green Apple Castillo,"Chicago, Illinois","Armenia, Quindio Department, Colombia",Light,$42.00/8 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,18.52,2024,7,Chicago,Illinois,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Unicorn Horn Espresso,"Meriden, Kansas",Not disclosed,Medium,$18.00/12 ounces,2024-07-01,8.0,8.552532833020638,9.0,8,8.0,92,5.29,2024,7,Meriden,Kansas,USA,3,Single Origin,8.0-8.552532833020638-9.0-8-8.0,False,8.310506566604127,1
Lite Bite,"Meriden, Kansas",Not disclosed,Medium,$18.00/12 ounces,2024-07-01,8.0,8.0,9.0,9,7.0,91,5.29,2024,7,Meriden,Kansas,USA,3,Single Origin,8.0-8.0-9.0-9-7.0,False,8.2,1
Colombia La Palma Y Tucán Heroes Series Geisha,"Cleveland, Tennessee","Cundinamarca Department, central Colombia",Light,$28.99/8 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,12.78,2024,7,Cleveland,Tennessee,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Ethiopia Sidamo Bensa Anaerobic Washed,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $319/12 ounces,2024-07-01,9.0,9.0,9.0,9,8.0,94,3.0,2024,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Java Riunggunung Estate,"Lexington, Virginia","Pangalengan, Bandung, West Java, Indonesia",Light,$24.00/12 ounces,2024-07-01,9.0,8.0,9.0,9,8.0,93,7.05,2024,7,Lexington,Virginia,USA,1,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Colombia El Jordan Washed,"Taipei, Taiwan","Tolima Department, Colombia",Light,NT $300/8 ounces,2024-07-01,9.0,9.0,8.0,9,8.0,93,4.23,2024,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Colombia Luis Calderon,"Cleveland, Tennessee","Huila Department, Colombia",Light,$18.99/8 ounces,2024-07-01,9.0,9.0,8.0,9,8.0,93,8.37,2024,7,Cleveland,Tennessee,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Ethiopia Guji Uraga Anaerobic Washed,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $319/8 ounces,2024-07-01,9.0,8.0,8.0,9,9.0,93,4.5,2024,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-8.0-8.0-9-9.0,False,8.6,0
Manhattan Henge Espresso,"Taipei, Taiwan",Colombia; Brazil; Nicaragua; Mexico,Medium,NT $319/16 ounces,2024-07-01,8.0,8.552532833020638,9.0,8,7.0,91,2.25,2024,7,Taipei,Taiwan,Taiwan,3,Single Origin,8.0-8.552532833020638-9.0-8-7.0,False,8.110506566604126,1
Snowy Hokkaido Espresso,"Taipei, Taiwan",Brazil; Ethiopia; Honduras,Medium-Dark,NT $269/16 ounces,2024-07-01,8.0,8.552532833020638,8.0,8,7.0,90,1.9,2024,7,Taipei,Taiwan,Taiwan,4,Single Origin,8.0-8.552532833020638-8.0-8-7.0,False,7.910506566604127,1
Ethiopia Sidama Orange Blossom Washed G1,"Tainan City, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $500/227 grams,2024-07-01,9.0,9.0,9.0,9,8.0,94,7.05,2024,7,Tainan City,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Ethiopia Washed Sidama Bensa Single Variety 74158,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $600/227 grams,2024-07-01,9.0,9.0,9.0,9,8.0,94,8.46,2024,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Ethiopia Sidama Berry Gummies 74158 Natural G1,"Tainan City, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,NT $520/227 grams,2024-07-01,9.0,9.0,9.0,9,7.0,93,7.33,2024,7,Tainan City,Taiwan,Taiwan,2,Blend,9.0-9.0-9.0-9-7.0,False,8.6,0
Ethiopia Guji Floral Blueberry Natural G1,"Tainan City, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $500/227 grams,2024-07-01,9.0,8.0,9.0,9,8.0,93,7.05,2024,7,Tainan City,Taiwan,Taiwan,1,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Espresso Blend,"Taipei, Taiwan",Kenya; Brazil; Mexico; Indonesia,Medium-Light,NT $450/225 grams,2024-07-01,8.0,8.552532833020638,9.0,9,8.0,93,6.4,2024,7,Taipei,Taiwan,Taiwan,2,Single Origin,8.0-8.552532833020638-9.0-9-8.0,False,8.510506566604127,1
