coffee_name,roaster_location,coffee_origin,roast_level,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,rating,price_usd_per_100g,review_year,review_month,roaster_city,roaster_state,roaster_country,roast_level_normalized,origin_type,flavor_profile,is_single_origin,avg_sensory_score,origin_encoded
Reserve Panama Volcán Valley Gesha,"Phoenix, Arizona","Volcán Valley, Panama",Light,$56.00/6 ounces,2025-08-01,9.0,9.0,9.0,10,9.0,96,32.92,2025,8,Phoenix,Arizona,USA,1,Blend,9.0-9.0-9.0-10-9.0,False,9.2,0
El Salvador Monte Verde,"Plymouth, Massachusetts","Monte Verde, Santa Ana Department, central El Salvador",Light,$18.00/12 ounces,2025-08-01,9.0,9.0,8.0,9,8.0,93,5.29,2025,8,Plymouth,Massachusetts,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Guatemala Bella Carmona,"Madison, Wisconsin","Antigua valley, Sacatepequez Department, Guatemala",Medium-Light,$25.00/12 ounces,2025-08-01,9.0,8.0,9.0,9,8.0,93,7.35,2025,8,Madison,Wisconsin,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
African Waltz Natural,"Chia-Yi, Taiwan",Ethiopia; Kenya,Medium-Light,NT $700/227 grams,2025-08-01,9.0,9.0,9.0,9,9.0,95,9.87,2025,8,Chia-Yi,Taiwan,Taiwan,2,Single Origin,9.0-9.0-9.0-9-9.0,False,9.0,1
American Rhapsody Washed,"Chia-Yi, Taiwan",Ethiopia; Kenya; Costa Rica,Medium-Light,NT $700/227 grams,2025-08-01,9.0,9.0,9.0,9,8.0,94,9.87,2025,8,Chia-Yi,Taiwan,Taiwan,2,Single Origin,9.0-9.0-9.0-9-8.0,False,8.8,1
Ethiopia Guji Uraga,"Fort Wayne, Indiana","Dhibabate, Hambela Wamena, Guji Zone, Ethiopia",Light,$23.00/12 ounces,2025-08-01,9.0,9.0,9.0,9,9.0,95,6.76,2025,8,Fort Wayne,Indiana,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Ethiopia Bekele Yutute,"Fort Wayne, Indiana","Kokose, Bensa, Sidamo growing region, southern Ethiopia",Light,$20.00/10.9 ounces,2025-08-01,9.0,9.0,9.0,9,8.0,94,6.47,2025,8,Fort Wayne,Indiana,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Sumatra Asuro Gayo Natural,"Fort Wayne, Indiana","Aceh Province, Sumatra, Indonesia",Medium-Light,$23.00/12 ounces,2025-08-01,9.0,9.0,8.0,9,8.0,93,6.76,2025,8,Fort Wayne,Indiana,USA,2,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Colombia Camp Hermoso Sidra Washed,"Barronett, Wisconsin","Armenia, Quindio Department, Colombia",Light,$32.00/12 ounces,2025-08-01,9.0,9.0,9.0,9,9.0,95,9.41,2025,8,Barronett,Wisconsin,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Colombia Campo Hermoso Pink Bourbon Washed,"Barronett, Wisconsin","Armenia, Quindio Department, Colombia",Light,$32.00/12 ounces,2025-08-01,9.0,9.0,9.0,9,8.0,94,9.41,2025,8,Barronett,Wisconsin,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Ethiopia West Arsi Nensebo Natural,"Barronett, Wisconsin","Werka, Refisa Kebele, Nensebo District, West Arsi, Oromia, southern Ethiopia",Medium-Light,$22.00/12 ounces,2025-08-01,9.0,8.0,9.0,9,8.0,93,6.47,2025,8,Barronett,Wisconsin,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Nicaragua Geisha La Bastilla,"Livingston, Montana","Jinotega Department, Nicaragua",Light,$35.00/12 ounces,2025-08-01,9.0,8.0,9.0,9,8.0,93,10.29,2025,8,Livingston,Montana,USA,1,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Kenya Muranga’a,"Livingston, Montana","Muranga’a, Embu County, Kenya",Medium-Light,$35.00/12 ounces,2025-08-01,9.0,9.0,8.0,9,8.0,93,10.29,2025,8,Livingston,Montana,USA,2,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Mystic Monk Blend,"Clark, Wyoming",Not disclosed,Medium,$14.95/12 ounces,2025-08-01,8.0,8.0,9.0,9,8.0,92,4.39,2025,8,Clark,Wyoming,USA,3,Single Origin,8.0-8.0-9.0-9-8.0,False,8.4,1
Panama Lerida Estate Ronella Lot 5 Washed Geisha,"Tainan, Taiwan","Jaramillo, Boquete growing region, Panama",Light,NT $1380/100 grams,2025-08-01,9.0,9.0,9.0,10,9.0,96,44.16,2025,8,Tainan,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-10-9.0,False,9.2,0
Pineapple Mocha Java,"San Diego, California","The Philippines; Gedeo Zone, Ethiopia; Tolima Department, Colombia",Light,$30.00/12 ounces,2025-08-01,9.0,8.0,9.0,9,9.0,94,8.82,2025,8,San Diego,California,USA,1,Blend,9.0-8.0-9.0-9-9.0,False,8.8,0
Sumé Blend,"Billings, Montana","Guji Zone, Ethiopia; Aceh Province, Sumatra, Indonesia",Light,$24.50/12 ounces,2025-08-01,9.0,9.0,9.0,9,8.0,94,7.2,2025,8,Billings,Montana,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Mocha Java,"New Taipei City, Taiwan","Guji Zone, Ethiopia; Sumatra, Indonesia",Medium-Light,NT $430/227 grams,2025-08-01,9.0,8.0,9.0,9,8.0,93,6.06,2025,8,New Taipei City,Taiwan,Taiwan,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Moka Java,"Tequesta, Florida","Yemen; Kintamani Highlands, Bali, Indonesia; Colombia",Medium-Light,$24.00/12 ounces,2025-08-01,9.0,9.0,8.0,9,8.0,93,7.05,2025,8,Tequesta,Florida,USA,2,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Mocha Java Style,"Branford, Connecticut","Yirgacheffe growing region, Ethiopia; Mandheling growing region, Sumatra, Indonesia",Light,$16.50/12 ounces,2025-08-01,9.0,9.0,8.0,9,8.0,93,4.85,2025,8,Branford,Connecticut,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Organic Mocha Java,"Spokane, Washington",Colombia; Nicaragua,Light,$22.00/12 ounces,2025-08-01,8.0,9.0,8.0,9,8.0,92,6.47,2025,8,Spokane,Washington,USA,1,Single Origin,8.0-9.0-8.0-9-8.0,False,8.4,1
"Whiskey Dreams, Moka-Java Blend","Sacramento, California","Guji Zone, Ethiopia; Aceh Province, Sumatra, Indonesia",Light,$21.00/12 ounces,2025-08-01,9.0,8.0,8.0,9,8.0,92,6.17,2025,8,Sacramento,California,USA,1,Blend,9.0-8.0-8.0-9-8.0,False,8.4,0
Classic Espresso Blend,"Caotun, Nantou, Taiwan",Ethiopia; Kenya; Guatemala; Colombia,Medium-Light,NT $650/455 grams,2025-08-01,9.0,8.552532833020638,9.0,9,8.0,94,4.57,2025,8,Caotun,Nantou,Taiwan,2,Single Origin,9.0-8.552532833020638-9.0-9-8.0,False,8.710506566604128,1
Candy Crush Espresso,"Caotun, Nantou, Taiwan",Ethiopia,Light,NT $700/455 grams,2025-08-01,9.0,8.552532833020638,9.0,9,9.0,94,4.92,2025,8,Caotun,Nantou,Taiwan,1,Single Origin,9.0-8.552532833020638-9.0-9-9.0,False,8.910506566604127,1
Ethiopia Yirgacheffe Gotiti Geisha,"Taitung, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT $380/200 grams,2025-08-01,9.0,9.0,8.0,9,9.0,94,6.08,2025,8,Taitung,Taiwan,Taiwan,1,Blend,9.0-9.0-8.0-9-9.0,False,8.8,0
Fruit Isle of Mountain & Sea,"Taitung, Taiwan",Ethiopia; Colombia,Light,NT $350/200 grams,2025-08-01,9.0,8.0,9.0,9,8.0,93,5.6,2025,8,Taitung,Taiwan,Taiwan,1,Single Origin,9.0-8.0-9.0-9-8.0,False,8.6,1
100% Organic Specialty Arabica (espresso),"Mexico City, Mexico","Chiapas State, Mexico",Medium,$27.95/12 ounces,2025-08-01,8.0,8.552532833020638,8.0,9,7.0,91,8.22,2025,8,Mexico City,Mexico,Mexico,3,Blend,8.0-8.552532833020638-8.0-9-7.0,False,8.110506566604126,0
100% Organic Specialty Arabica,"Mexico City, Mexico","Chiapas State, Mexico",Medium,$26.50/12 ounces,2025-08-01,8.0,8.0,8.0,9,7.0,90,7.79,2025,8,Mexico City,Mexico,Mexico,3,Blend,8.0-8.0-8.0-9-7.0,False,8.0,0
Heartstrings,"Viroqua, Wisconsin",Ethiopia,Light,$19.00/12 ounces,2025-08-01,9.0,9.0,8.0,9,8.0,93,5.58,2025,8,Viroqua,Wisconsin,USA,1,Single Origin,9.0-9.0-8.0-9-8.0,False,8.6,1
Roaster’s Reserve Guatemala Ayarza,"Truckee, California","Santa Rosa Department, Guatemala",Medium-Light,$32.00/11 ounces,2025-08-01,9.0,8.0,9.0,9,8.0,93,10.26,2025,8,Truckee,California,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Colombia Pacamara,"Madison, Wisconsin","Huila Department, Colombia",Light,$24.00/12 ounces,2025-08-01,9.0,9.0,9.0,9,8.0,94,7.05,2025,8,Madison,Wisconsin,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Sulawesi Bolokan,"Madison, Wisconsin","Bolokan Valley, Tana Toraja Regency, Sulawesi, Indonesia",Medium-Light,$29.00/12 ounces,2025-08-01,9.0,8.0,9.0,9,9.0,94,8.52,2025,8,Madison,Wisconsin,USA,2,Blend,9.0-8.0-9.0-9-9.0,False,8.8,0
Costa Rica La Guaca Natural,"Madison, Wisconsin","Rivas District, Chirripo Region, Costa Rica",Medium-Light,$21.50/12 ounces,2025-08-01,9.0,8.0,9.0,9,9.0,94,6.32,2025,8,Madison,Wisconsin,USA,2,Blend,9.0-8.0-9.0-9-9.0,False,8.8,0
Panama Hacienda La Esmeralda Nano Geisha Nido FC,"Taipei, Taiwan","Cañas Verdes, Boquete, Panama",Light,$170/120 grams,2025-08-01,10.0,9.0,9.0,10,9.0,97,141.67,2025,8,Taipei,Taiwan,Taiwan,1,Blend,10.0-9.0-9.0-10-9.0,False,9.4,0
Ethiopia Sidamo Sugar-Sweet Tangerine Natural,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $439/8 ounces,2025-08-01,9.0,9.0,9.0,9,9.0,95,6.19,2025,8,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Ethiopia Sidamo Charcho Natural G1,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $439/8 ounces,2025-08-01,9.0,9.0,9.0,9,8.0,94,6.19,2025,8,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Kenya Kiambu Kiairia Gititu Washed AA Top,"Taipei, Taiwan","Kiambu growing region, south-central Kenya",Light,NT $529/8 ounces,2025-08-01,9.0,9.0,9.0,9,8.0,94,7.46,2025,8,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
China Zuoyuan Biodynamic Dark Room Dry Geisha,"Shenzhen, China","Baoshan, Yunnan, China",Medium-Light,RMB 469/100 grams,2025-08-01,9.0,8.0,9.0,9,8.0,93,65.66,2025,8,Shenzhen,China,China,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Colombia Geisha Hila San Adolfo,"San Diego, California","Huila Department, Colombia",Light,$42.00/8 ounces,2025-07-01,9.0,9.0,9.0,9,9.0,95,18.52,2025,7,San Diego,California,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Tio Conejo Caturra Colombia,"Madison, Wisconsin","Vereda Santa Rita, Manizales, Caldas Department, Colombia",Medium-Light,$22.00/8 ounces,2025-07-01,9.0,9.0,9.0,9,9.0,95,9.7,2025,7,Madison,Wisconsin,USA,2,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Sebastian Ramirez Pink Bourbon Colombia,"Madison, Wisconsin","Quindio Department, Colombia",Light,$22.00/8 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,9.7,2025,7,Madison,Wisconsin,USA,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Dukunde Kawa Rwanda,"Madison, Wisconsin","Akanduga Village, Gakenke District, Rwanda",Medium-Light,$25.00/12 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,7.35,2025,7,Madison,Wisconsin,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
High Mountain Mexico,"Madison, Wisconsin","Huatusco, Veracruz, Mexico",Medium-Light,$21.00/12 ounces,2025-07-01,9.0,9.0,8.0,9,8.0,93,6.17,2025,7,Madison,Wisconsin,USA,2,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
St. Helena Wranghams Estate,"London, England","Sandy Bay Valley, St. Helena",Medium-Light,£75.00/125 grams,2025-07-01,8.0,8.0,8.0,9,8.0,91,75.0,2025,7,London,England,UK,2,Blend,8.0-8.0-8.0-9-8.0,False,8.2,0
Colombia Juan Puerta Peach Osmotic Single Origin,"Lexington, Virginia","Armenia, Quindio Department, Colombia",Light,$31.00/12 ounces,2025-07-01,9.0,8.0,9.0,9,9.0,94,9.11,2025,7,Lexington,Virginia,USA,1,Blend,9.0-8.0-9.0-9-9.0,False,8.8,0
Ethiopia Uraga Mergessa Natural,"Lexington, Virginia","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,$27.009/12 ounces,2025-07-01,9.0,9.0,8.0,9,8.0,93,7.94,2025,7,Lexington,Virginia,USA,2,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Ethiopia Israel Degefa Wush Wush,"Billings, Montana","Sama, Ana Sora District, Oromia Region, Ethiopia",Medium-Light,$25.00/12 ounces,2025-07-01,9.0,9.0,8.0,9,8.0,93,7.35,2025,7,Billings,Montana,USA,2,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Headstash Sulawesi Bolokan Valley Natural,"Mount Shasta, California","Bolokan Valley, Tana Toraja Regency, Sulawesi, Indonesia",Light,$25.00/12 ounces,2025-07-01,9.0,9.0,8.0,9,8.0,93,7.35,2025,7,Mount Shasta,California,USA,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Colombia El Pijao Divisa CM Java,"Denver, Colorado","Pijao, Quindio Department, Colombia",Light,$33.00/8 ounces,2025-07-01,9.0,9.0,9.0,10,9.0,96,14.55,2025,7,Denver,Colorado,USA,1,Blend,9.0-9.0-9.0-10-9.0,False,9.2,0
Colombia La Esperanza Anaerobic Natural Java,"Denver, Colorado","Caicedonia, Valle del Cauca Department, Colombia",Light,$30.00/8 ounces,2025-07-01,9.0,9.0,9.0,9,9.0,95,13.23,2025,7,Denver,Colorado,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Kenya Kiairia Gititu,"Zhubei, Taiwan","Kiambu growing region, south-central Kenya",Light,NT $250/100 grams,2025-07-01,9.0,9.0,9.0,9,8.0,94,8.0,2025,7,Zhubei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Colombia Tolima,"Manlius, New York","lanadas, Rio Blanco, and Chaparral, Tolima, Colombia",Medium-Light,$22.00/12 ounces,2025-07-01,9.0,8.0,9.0,9,8.0,93,6.47,2025,7,Manlius,New York,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Ethiopia Yirgacheffe Gototi,"Manlius, New York","Yirgacheffe growing region, south-central Ethiopia",Light,$24.00/12 ounces,2025-07-01,8.828595317725753,9.0,8.0,9,8.0,93,7.05,2025,7,Manlius,New York,USA,1,Blend,8.828595317725753-9.0-8.0-9-8.0,False,8.565719063545151,0
Java Indragiri Village,"Denver, Colorado","Indragiri Village, Bandung, West Java, Indonesia",Medium-Light,$14.00/8 ounces,2025-07-01,8.0,8.0,9.0,9,9.0,93,6.17,2025,7,Denver,Colorado,USA,2,Blend,8.0-8.0-9.0-9-9.0,False,8.6,0
Halcyon Days Seasonal Blend,"Denver, Colorado",Colombia; Rwanda,Light,$15.00/8 ounces,2025-07-01,9.0,9.0,8.0,9,8.0,93,6.61,2025,7,Denver,Colorado,USA,1,Single Origin,9.0-9.0-8.0-9-8.0,False,8.6,1
Sumatra Kerinci Barokah Anaerobic Honey,"Denver, Colorado","Mount Kerinci Highlands, Sumatra, Indonesia",Medium-Light,$15.00/8 ounces,2025-07-01,9.0,8.0,9.0,9,8.0,93,6.61,2025,7,Denver,Colorado,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Peru Washed Cusco Buena Vista Soola SL09 Espresso,"Chia-Yi, Taiwan","Cusco, Peru",Medium-Light,NT $300/4 ounces,2025-07-01,9.0,8.552532833020638,9.0,9,9.0,95,8.47,2025,7,Chia-Yi,Taiwan,Taiwan,2,Blend,9.0-8.552532833020638-9.0-9-9.0,False,8.910506566604127,0
Kenya Washed Nyeri Hill AB Cheetah Lot,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Light,NT $340/8 ounces,2025-07-01,9.0,9.0,9.0,9,9.0,95,4.8,2025,7,Chia-Yi,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Ethiopia Washed Guji Uraga Lot Morning Dew G1,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $330/8 ounces,2025-07-01,9.0,9.0,9.0,10,8.0,95,4.66,2025,7,Chia-Yi,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-10-8.0,False,9.0,0
Ethiopia Natural Guji Hambela Buku Bella Station G1,"Chia-Yi, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Light,NT $350/4 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,9.88,2025,7,Chia-Yi,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Kenya Kamagogo,Peoria,"Muranga’a County, Kenya",Medium-Light,$19.00/12 ounces,2025-07-01,9.0,9.0,8.0,9,9.0,94,5.58,2025,7,Peoria,,USA,2,Blend,9.0-9.0-8.0-9-9.0,False,8.8,0
Colombia Finca El Mirador,"Phoenix, Arizona","Huila Department, Colombia",Light,$32.00/12 ounces,2025-07-01,9.0,9.0,8.0,9,9.0,94,9.41,2025,7,Phoenix,Arizona,USA,1,Blend,9.0-9.0-8.0-9-9.0,False,8.8,0
Motif Morning Blend,"Gloucester, Massachusetts",Costa Rica; Nicaragua; Guatemala,Medium-Light,$15.00/12 ounces,2025-07-01,9.0,8.0,9.0,9,8.0,93,4.41,2025,7,Gloucester,Massachusetts,USA,2,Single Origin,9.0-8.0-9.0-9-8.0,False,8.6,1
Shark Blend Espresso,"Taipei, Taiwan",Colombia; Brazil; Ethiopia,Medium-Light,NT $360/225 grams,2025-07-01,9.0,8.552532833020638,8.0,9,8.0,93,5.12,2025,7,Taipei,Taiwan,Taiwan,2,Single Origin,9.0-8.552532833020638-8.0-9-8.0,False,8.510506566604127,1
Ethiopia Guji Hambela Buku Abel Bastet Geisha Washed,"Taipei, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Light,NT $550/225 grams,2025-07-01,9.0,9.0,8.0,9,8.0,93,7.82,2025,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-8.0-9-8.0,False,8.6,0
Ethiopia Yirgacheffe Idido,"Clark, Wyoming","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,$16.95/12 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,4.98,2025,7,Clark,Wyoming,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Colombia Las Rosas,"San Rafael, California","Huila Department, Colombia",Medium-Light,$21.00/12 ounces,2025-07-01,9.0,8.0,9.0,9,8.0,93,6.17,2025,7,San Rafael,California,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Breakfast Blend,"Clark, Wyoming",South America; Central America,Medium-Light,$14.95/12 ounces,2025-07-01,9.0,8.0,9.0,9,8.0,93,4.39,2025,7,Clark,Wyoming,USA,2,Single Origin,9.0-8.0-9.0-9-8.0,False,8.6,1
Cowboy Blend,"Clark, Wyoming",Not disclosed,Medium-Light,$14.95/12 ounces,2025-07-01,9.0,8.0,8.0,9,7.0,91,4.39,2025,7,Clark,Wyoming,USA,2,Single Origin,9.0-8.0-8.0-9-7.0,False,8.2,1
Decaf Shakeout Blend,"San Rafael, California","Chanchamayo and Satipo, Junín, Peru",Medium,$20.00/12 ounces,2025-07-01,9.0,8.0,8.0,9,7.0,91,5.88,2025,7,San Rafael,California,USA,3,Blend,9.0-8.0-8.0-9-7.0,False,8.2,0
Ethiopia Angel Geisha,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,NT $400/8 ounces,2025-07-01,9.0,9.0,9.0,9,9.0,95,5.64,2025,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Ethiopia Guji Shakiso Honey,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $400/8 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,5.64,2025,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Ethiopia Bastet Geisha,"Taipei, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,NT $400/8 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,5.64,2025,7,Taipei,Taiwan,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Ethiopia Ayla Bombe Washed,"Floyd, Virginia","Sidamo growing region, southern Ethiopia",Light,$25.00/12 ounces,2025-07-01,9.0,9.0,9.0,10,9.0,96,7.35,2025,7,Floyd,Virginia,USA,1,Blend,9.0-9.0-9.0-10-9.0,False,9.2,0
Flight Seasonal Espresso,"Floyd, Virginia",Ethiopia; Kenya; Rwanda,Medium-Light,$21.00/12 ounces,2025-07-01,9.0,8.552532833020638,9.0,9,9.0,95,6.17,2025,7,Floyd,Virginia,USA,2,Single Origin,9.0-8.552532833020638-9.0-9-9.0,False,8.910506566604127,1
Burundi Turihamwe Washed,"Floyd, Virginia","Ngozi Province, Burundi",Medium-Light,$26.00/12 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,7.64,2025,7,Floyd,Virginia,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Wilton Benitez SL28 Colombia,"Madison, Wisconsin","Piendamo, Cauca Department, Colombia",Medium-Light,$33.00/8 ouces,2025-07-01,9.0,9.0,9.0,10,9.0,96,412.5,2025,7,Madison,Wisconsin,USA,2,Blend,9.0-9.0-9.0-10-9.0,False,9.2,0
Las Margaritas Sidra Natural,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Cauca Department, Colombia",Light,$30.00/8 ounces,2025-07-01,9.0,9.0,9.0,9,9.0,95,13.23,2025,7,Madison,Wisconsin,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Kamagogo Kenya Peaberry,"Madison, Wisconsin","Muranga’a County, Kenya",Medium-Light,$24.00/12 ounces,2025-07-01,9.0,9.0,9.0,9,9.0,95,7.05,2025,7,Madison,Wisconsin,USA,2,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
Putra Gayo Sumatra,"Madison, Wisconsin","Aceh, Sumatra, Indonesia",Medium-Light,$24.00/12 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,7.05,2025,7,Madison,Wisconsin,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Alishan Geisha Washed,"Alishan Township, Chia-yi County, Taiwan","Leye Village, Alishan Township, Chia-yi County, Taiwan",Light,NT $1000/114 grams,2025-07-01,9.0,9.0,9.0,9,9.0,95,28.07,2025,7,Alishan Township,Chia-yi County,Taiwan,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
XianJing Honey Geisha “Huahui”,"Fanlu Township, Chia-yi County, Taiwan","Gungtian Village, Fanlu Township, Chia-yi County, Taiwan",Medium-Light,NT $1000/150 grams,2025-07-01,9.0,9.0,9.0,9,8.0,94,21.33,2025,7,Fanlu Township,Chia-yi County,Taiwan,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Washed Geisha,"Meishan Township, Chia-yi County, Taiwan","Ruili, Meishan Township, Chia-yi County, Taiwan",Light,NT $1300/8 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,18.34,2025,7,Meishan Township,Chia-yi County,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Alishan So’ngna Natural,"Alishan Township, Chia-yi County, Taiwan","Leye Village, Alishan Township, Chia-yi County, Taiwan",Light,NT $1300/114 grams,2025-07-01,9.0,9.0,9.0,9,8.0,94,36.49,2025,7,Alishan Township,Chia-yi County,Taiwan,1,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Alishan Geisha Natural,"Alishan Township, Chia-yi County, Taiwan","Leye Village, Alishan Township, Chia-yi County, Taiwan",Medium-Light,NT $1300/114 grams,2025-07-01,9.0,8.0,9.0,9,9.0,94,36.49,2025,7,Alishan Township,Chia-yi County,Taiwan,2,Blend,9.0-8.0-9.0-9-9.0,False,8.8,0
Honduras Bryan Bautista,"Youngstown, Ohio","Musula, Marcala, La Paz Department, Honduras",Medium-Light,$22.00/12 ounces,2025-07-01,9.0,9.0,9.0,9,8.0,94,6.47,2025,7,Youngstown,Ohio,USA,2,Blend,9.0-9.0-9.0-9-8.0,False,8.8,0
Dark Geisha Blend,"Taichung, Taiwan",Ethiopia; Guatemala,Medium,$10.00/8 ounces,2025-07-01,9.0,8.552532833020638,9.0,9,8.0,94,4.41,2025,7,Taichung,Taiwan,Taiwan,3,Single Origin,9.0-8.552532833020638-9.0-9-8.0,False,8.710506566604128,1
Red Geisha Blend,"Taichung, Taiwan",Panama; Ethiopia; Colombia,Medium-Light,$10.00/8 ounces,2025-07-01,9.0,8.552532833020638,8.0,9,8.0,93,4.41,2025,7,Taichung,Taiwan,Taiwan,2,Single Origin,9.0-8.552532833020638-8.0-9-8.0,False,8.510506566604127,1
Reserve Geisha Blend,"Taichung, Taiwan",Ethiopia; Rwanda,Medium-Light,$13.00/8 ounces,2025-07-01,9.0,8.552532833020638,9.0,9,9.0,95,5.73,2025,7,Taichung,Taiwan,Taiwan,2,Single Origin,9.0-8.552532833020638-9.0-9-9.0,False,8.910506566604127,1
Golden Geisha Blend,Unknown,Panama; Ethiopia; Colombia,Medium-Light,$10.00/8 ounces,2025-07-01,9.0,8.552532833020638,9.0,9,8.0,94,4.41,2025,7,Unknown,,USA,2,Single Origin,9.0-8.552532833020638-9.0-9-8.0,False,8.710506566604128,1
Ecuador La Papaya Typica,"Fort Wayne, Indiana","Saraguro, Loja, Ecuador",Light,$40.00/8 ounces,2025-07-01,9.0,9.0,9.0,9,9.0,95,17.64,2025,7,Fort Wayne,Indiana,USA,1,Blend,9.0-9.0-9.0-9-9.0,False,9.0,0
India Pearl Mountain,"Fort Wayne, Indiana","Bababudangiri, Western Ghats, India",Medium-Light,$23.00/12 ounces,2025-07-01,9.0,8.0,9.0,9,8.0,93,6.76,2025,7,Fort Wayne,Indiana,USA,2,Blend,9.0-8.0-9.0-9-8.0,False,8.6,0
Summer Days,"Fort Wayne, Indiana",Not disclosed,Medium-Light,$22.00/12 ounces,2025-07-01,9.0,8.0,9.0,9,8.0,93,6.47,2025,7,Fort Wayne,Indiana,USA,2,Single Origin,9.0-8.0-9.0-9-8.0,False,8.6,1
